Byte pair, Frequency
(349, 311), -> [2]
(98, 300), -> [1]
(298, 98), -> [1]
(84, 73), -> [5]
(325, 281), -> [2]
(304, 316), -> [1]
(344, 354), -> [2]
(338, 51), -> [1]
(79, 67), -> [2]
(76, 67), -> [2]
(354, 117), -> [2]
(110, 98), -> [1]
(84, 121), -> [2]
(266, 309), -> [1]
(309, 77), -> [1]
(109, 319), -> [1]
(84, 65), -> [3]
(65, 89), -> [1]
(89, 76), -> [1]
(76, 79), -> [1]
(79, 82), -> [1]
(83, 87), -> [1]
(87, 73), -> [1]
(84, 39), -> [1]
(82, 69), -> [2]
(80, 85), -> [1]
(85, 84), -> [2]
(73, 79), -> [1]
(79, 78), -> [1]
(84, 79), -> [1]
(79, 85), -> [1]
(85, 82), -> [1]
(73, 83), -> [8]
(80, 79), -> [1]
(79, 80), -> [2]
(73, 85), -> [1]
(85, 77), -> [1]
(80, 72), -> [1]
(72, 300), -> [1]
(349, 69), -> [5]
(348, 305), -> [3]
(267, 265), -> [1]
(114, 34), -> [1]
(39, 320), -> [1]
(122, 108), -> [2]
(256, 329), -> [1]
(329, 339), -> [1]
(339, 319), -> [1]
(57, 46), -> [1]
(52, 45), -> [4]
(101, 86), -> [1]
(100, 343), -> [1]
(345, 305), -> [1]
(39, 278), -> [1]
(46, 39), -> [2]
(321, 288), -> [1]
(289, 308), -> [3]
(349, 264), -> [1]
(102, 308), -> [1]
(338, 282), -> [2]
(304, 282), -> [1]
(318, 34), -> [1]
(99, 41), -> [1]
(114, 33), -> [1]
(338, 89), -> [1]
(101, 304), -> [1]
(116, 326), -> [1]
(288, 117), -> [1]
(119, 103), -> [1]
(111, 278), -> [1]
(271, 308), -> [2]
(260, 72), -> [1]
(348, 66), -> [1]
(195, 177), -> [1]
(177, 97), -> [1]
(301, 39), -> [1]
(70, 70), -> [2]
(70, 300), -> [1]
(84, 46), -> [1]
(318, 86), -> [2]
(79, 70), -> [1]
(70, 83), -> [1]
(83, 84), -> [1]
(71, 69), -> [1]
(270, 39), -> [4]
(290, 338), -> [3]
(68, 321), -> [1]
(312, 39), -> [2]
(84, 264), -> [4]
(108, 279), -> [2]
(116, 308), -> [5]
(34, 57), -> [1]
(100, 279), -> [1]
(85, 295), -> [1]
(295, 344), -> [1]
(291, 102), -> [1]
(57, 294), -> [4]
(294, 77), -> [3]
(111, 291), -> [1]
(114, 102), -> [1]
(69, 337), -> [1]
(294, 90), -> [2]
(90, 293), -> [1]
(293, 108), -> [1]
(39, 89), -> [2]
(261, 294), -> [4]
(294, 83), -> [3]
(294, 34), -> [2]
(287, 38), -> [1]
(263, 41), -> [1]
(69, 344), -> [2]
(70, 295), -> [2]
(295, 100), -> [2]
(350, 265), -> [1]
(265, 268), -> [1]
(345, 100), -> [9]
(300, 75), -> [1]
(75, 84), -> [1]
(82, 75), -> [1]
(75, 45), -> [1]
(278, 63), -> [1]
(346, 259), -> [1]
(259, 54), -> [1]
(54, 300), -> [3]
(73, 300), -> [1]
(286, 46), -> [1]
(46, 97), -> [1]
(117, 308), -> [1]
(73, 84), -> [1]
(84, 262), -> [1]
(100, 33), -> [2]
(354, 89), -> [1]
(76, 271), -> [4]
(275, 265), -> [1]
(65, 104), -> [4]
(34, 309), -> [2]
(309, 98), -> [1]
(309, 115), -> [1]
(67, 353), -> [1]
(260, 69), -> [1]
(315, 80), -> [1]
(259, 333), -> [1]
(333, 40), -> [1]
(32, 334), -> [1]
(334, 279), -> [1]
(266, 53), -> [1]
(50, 294), -> [8]
(103, 324), -> [1]
(324, 39), -> [1]
(271, 33), -> [1]
(120, 323), -> [1]
(271, 337), -> [1]
(345, 98), -> [3]
(79, 119), -> [2]
(45, 68), -> [2]
(304, 64), -> [2]
(64, 98), -> [1]
(100, 284), -> [1]
(275, 35), -> [1]
(35, 71), -> [1]
(274, 261), -> [1]
(278, 304), -> [2]
(301, 110), -> [1]
(257, 88), -> [1]
(88, 270), -> [1]
(325, 57), -> [1]
(310, 108), -> [1]
(89, 310), -> [1]
(63, 39), -> [1]
(310, 41), -> [2]
(49, 262), -> [1]
(50, 267), -> [1]
(275, 70), -> [3]
(99, 73), -> [2]
(121, 320), -> [2]
(121, 226), -> [1]
(147, 78), -> [1]
(331, 67), -> [1]
(347, 300), -> [1]
(348, 55), -> [1]
(97, 308), -> [1]
(108, 103), -> [2]
(103, 265), -> [2]
(54, 294), -> [2]
(294, 74), -> [2]
(318, 68), -> [5]
(68, 119), -> [1]
(71, 299), -> [1]
(299, 256), -> [1]
(84, 310), -> [1]
(34, 51), -> [1]
(55, 58), -> [1]
(105, 300), -> [1]
(34, 35), -> [1]
(35, 56), -> [1]
(292, 82), -> [1]
(325, 79), -> [1]
(290, 300), -> [2]
(318, 56), -> [1]
(87, 289), -> [2]
(75, 104), -> [2]
(119, 122), -> [1]
(258, 345), -> [1]
(351, 339), -> [1]
(264, 308), -> [3]
(120, 308), -> [2]
(104, 262), -> [2]
(338, 53), -> [1]
(48, 45), -> [4]
(270, 63), -> [1]
(278, 104), -> [1]
(281, 113), -> [1]
(268, 86), -> [1]
(325, 82), -> [1]
(75, 299), -> [1]
(299, 338), -> [1]
(288, 90), -> [1]
(119, 308), -> [1]
(82, 259), -> [2]
(49, 294), -> [3]
(294, 84), -> [2]
(39, 98), -> [1]
(294, 89), -> [1]
(300, 316), -> [1]
(76, 256), -> [1]
(108, 259), -> [1]
(345, 321), -> [1]
(112, 339), -> [1]
(68, 337), -> [1]
(73, 107), -> [1]
(288, 278), -> [1]
(338, 351), -> [1]
(97, 195), -> [1]
(195, 173), -> [1]
(173, 115), -> [1]
(83, 270), -> [2]
(344, 52), -> [1]
(100, 122), -> [1]
(115, 63), -> [1]
(39, 282), -> [1]
(259, 342), -> [1]
(86, 263), -> [1]
(288, 265), -> [1]
(284, 272), -> [1]
(272, 38), -> [1]
(107, 265), -> [1]
(80, 259), -> [1]
(349, 312), -> [1]
(83, 83), -> [1]
(32, 48), -> [1]
(45, 56), -> [4]
(108, 338), -> [1]
(331, 323), -> [1]
(116, 112), -> [2]
(266, 45), -> [1]
(45, 32), -> [1]
(107, 63), -> [1]
(67, 308), -> [1]
(262, 105), -> [1]
(256, 313), -> [1]
(44, 55), -> [1]
(267, 115), -> [2]
(347, 290), -> [2]
(345, 267), -> [1]
(122, 45), -> [1]
(316, 114), -> [2]
(39, 263), -> [1]
(348, 69), -> [1]
(107, 288), -> [1]
(75, 300), -> [1]
(84, 270), -> [2]
(110, 293), -> [1]
(318, 52), -> [1]
(260, 345), -> [1]
(296, 63), -> [1]
(71, 291), -> [1]
(73, 270), -> [1]
(109, 344), -> [1]
(272, 321), -> [1]
(294, 82), -> [1]
(103, 296), -> [2]
(292, 278), -> [2]
(300, 81), -> [1]
(122, 337), -> [1]
(110, 120), -> [1]
(274, 114), -> [1]
(312, 308), -> [1]
(68, 259), -> [3]
(279, 271), -> [1]
(291, 308), -> [1]
(89, 80), -> [1]
(287, 56), -> [5]
(292, 118), -> [1]
(270, 68), -> [1]
(278, 87), -> [1]
(68, 256), -> [1]
(75, 293), -> [1]
(260, 79), -> [3]
(340, 290), -> [2]
(331, 75), -> [1]
(67, 278), -> [1]
(83, 107), -> [1]
(265, 257), -> [4]
(331, 107), -> [1]
(318, 82), -> [1]
(73, 97), -> [1]
(111, 58), -> [2]
(274, 308), -> [2]
(114, 305), -> [1]
(305, 257), -> [2]
(75, 343), -> [1]
(343, 288), -> [1]
(105, 348), -> [1]
(106, 257), -> [1]
(103, 58), -> [1]
(117, 122), -> [1]
(114, 308), -> [1]
(84, 83), -> [1]
(83, 55), -> [1]
(266, 278), -> [1]
(354, 121), -> [1]
(339, 308), -> [2]
(69, 84), -> [1]
(84, 308), -> [1]
(82, 271), -> [1]
(292, 84), -> [1]
(71, 263), -> [2]
(345, 71), -> [2]
(268, 85), -> [1]
(336, 77), -> [1]
(121, 284), -> [1]
(105, 119), -> [1]
(84, 300), -> [1]
(78, 72), -> [1]
(72, 76), -> [1]
(76, 344), -> [1]
(340, 262), -> [1]
(39, 80), -> [1]
(328, 51), -> [1]
(48, 43), -> [1]
(43, 32), -> [1]
(305, 295), -> [1]
(286, 195), -> [1]
(195, 161), -> [1]
(161, 262), -> [1]
(84, 278), -> [2]
(345, 85), -> [1]
(290, 347), -> [2]
(67, 290), -> [1]
(115, 103), -> [1]
(84, 81), -> [2]
(81, 32), -> [2]
(343, 115), -> [1]
(352, 71), -> [1]
(283, 281), -> [1]
(78, 308), -> [1]
(348, 68), -> [1]
(349, 76), -> [1]
(259, 345), -> [1]
(347, 266), -> [1]
(287, 55), -> [2]
(270, 325), -> [1]
(349, 74), -> [1]
(284, 312), -> [2]
(301, 347), -> [1]
(347, 305), -> [1]
(118, 264), -> [1]
(320, 59), -> [1]
(295, 59), -> [1]
(345, 86), -> [2]
(294, 71), -> [2]
(262, 354), -> [2]
(320, 58), -> [1]
(344, 56), -> [1]
(104, 59), -> [1]
(321, 284), -> [1]
(312, 310), -> [2]
(103, 39), -> [1]
(351, 73), -> [2]
(345, 104), -> [2]
(267, 279), -> [1]
(100, 112), -> [1]
(79, 105), -> [1]
(49, 109), -> [1]
(117, 104), -> [1]
(66, 270), -> [2]
(48, 39), -> [1]
(112, 338), -> [2]
(68, 293), -> [1]
(296, 39), -> [1]
(310, 310), -> [1]
(107, 102), -> [1]
(68, 265), -> [1]
(264, 312), -> [1]
(310, 97), -> [1]
(75, 263), -> [1]
(90, 271), -> [1]
(262, 46), -> [1]
(46, 259), -> [1]
(100, 258), -> [1]
(34, 36), -> [1]
(294, 85), -> [1]
(349, 54), -> [1]
(54, 44), -> [1]
(345, 112), -> [1]
(349, 49), -> [1]
(52, 44), -> [1]
(298, 97), -> [1]
(82, 84), -> [1]
(84, 84), -> [1]
(84, 78), -> [1]
(110, 259), -> [1]
(48, 75), -> [1]
(67, 72), -> [1]
(72, 79), -> [1]
(336, 350), -> [1]
(72, 299), -> [1]
(299, 101), -> [1]
(291, 264), -> [1]
(122, 273), -> [1]
(68, 115), -> [1]
(64, 82), -> [1]
(73, 78), -> [3]
(257, 64), -> [1]
(64, 116), -> [1]
(116, 49), -> [2]
(32, 35), -> [1]
(35, 82), -> [1]
(78, 68), -> [1]
(352, 82), -> [1]
(276, 319), -> [1]
(58, 47), -> [1]
(47, 47), -> [1]
(47, 116), -> [2]
(111, 47), -> [1]
(47, 111), -> [1]
(111, 69), -> [1]
(69, 55), -> [1]
(55, 80), -> [1]
(80, 49), -> [1]
(49, 66), -> [1]
(66, 86), -> [1]
(86, 110), -> [1]
(110, 78), -> [1]
(74, 34), -> [1]
(41, 308), -> [1]
(71, 286), -> [1]
(349, 347), -> [1]
(116, 294), -> [1]
(294, 67), -> [1]
(315, 73), -> [1]
(99, 296), -> [1]
(40, 51), -> [1]
(100, 46), -> [2]
(46, 315), -> [3]
(83, 66), -> [6]
(66, 78), -> [6]
(56, 45), -> [8]
(49, 45), -> [5]
(45, 51), -> [2]
(55, 294), -> [4]
(294, 70), -> [2]
(47, 48), -> [3]
(52, 315), -> [1]
(73, 100), -> [1]
(45, 54), -> [2]
(50, 45), -> [2]
(45, 55), -> [3]
(294, 72), -> [1]
(40, 101), -> [2]
(79, 120), -> [3]
(120, 102), -> [3]
(100, 98), -> [1]
(53, 226), -> [1]
(147, 50), -> [2]
(45, 48), -> [3]
(51, 315), -> [1]
(315, 311), -> [1]
(279, 38), -> [1]
(326, 349), -> [1]
(267, 291), -> [1]
(271, 347), -> [1]
(50, 226), -> [1]
(51, 47), -> [1]
(47, 99), -> [1]
(99, 47), -> [1]
(122, 48), -> [1]
(147, 56), -> [1]
(54, 46), -> [1]
(294, 80), -> [3]
(67, 45), -> [1]
(45, 53), -> [1]
(275, 80), -> [1]
(351, 84), -> [1]
(45, 57), -> [1]
(53, 294), -> [1]
(294, 69), -> [1]
(10, 97), -> [1]
(338, 317), -> [2]
(10, 78), -> [1]
(10, 81), -> [1]
(347, 338), -> [1]
(68, 98), -> [1]
(340, 66), -> [1]
(263, 122), -> [1]
(10, 118), -> [5]
(118, 116), -> [5]
(10, 340), -> [1]
(340, 279), -> [1]
(10, 102), -> [2]
(267, 322), -> [1]
(115, 76), -> [1]
(101, 50), -> [1]
(49, 339), -> [7]
(310, 50), -> [1]
(115, 50), -> [5]
(115, 65), -> [24]
(101, 65), -> [2]
(97, 65), -> [1]
(310, 65), -> [4]
(116, 65), -> [4]
(115, 66), -> [3]
(115, 67), -> [3]
(97, 67), -> [2]
(115, 70), -> [3]
(310, 70), -> [1]
(97, 70), -> [1]
(101, 71), -> [1]
(115, 71), -> [1]
(97, 71), -> [1]
(101, 77), -> [1]
(69, 117), -> [1]
(115, 77), -> [1]
(115, 78), -> [1]
(115, 80), -> [1]
(97, 80), -> [2]
(101, 80), -> [1]
(115, 82), -> [1]
(115, 281), -> [1]
(97, 281), -> [1]
(101, 281), -> [1]
(115, 83), -> [3]
(97, 83), -> [1]
(101, 83), -> [2]
(115, 84), -> [1]
(271, 85), -> [1]
(58, 51), -> [1]
(40, 85), -> [1]
(84, 67), -> [1]
(67, 41), -> [1]
(76, 340), -> [1]
(52, 46), -> [1]
(292, 116), -> [1]
(273, 312), -> [1]
(312, 325), -> [1]
(257, 121), -> [1]
(340, 121), -> [2]
(97, 194), -> [1]
(194, 174), -> [1]
(174, 32), -> [1]
(99, 46), -> [1]
(46, 257), -> [1]
(266, 291), -> [1]
(121, 65), -> [1]
(97, 68), -> [1]
(116, 68), -> [1]
(116, 77), -> [1]
(119, 10), -> [1]
(264, 80), -> [1]
(97, 87), -> [1]
(105, 10), -> [1]
